sentiment,text
negative,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X
negative,"@AmericanAir also the problem is not calling us at all. Other airlines send an automatic call and email, and they rebook as a courtesy."
negative,@SouthwestAir super disappointed today. First time we've had to stress and now book a flight on another airline while at the airport
negative,@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it
negative,"@SouthwestAir you are failing! Diverted, stuck and no communication! Make a decision and let us go!!!! 😞😡 flight #4229"
negative,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest"
negative,@USAirways The phone line disconnects. How can I be in the queue to be answered when the phone line simply disconnects when I call?
negative,@united you left my bag in Houston last night. It's freezing cold in Memphis. Any idea on when I will see it? Off again tomorrow.
negative,"@united I am a frequent user. Congrats u only lost my bags once in 20 years. Problem, it was today and your staff were rude!😢 still no bag!"
negative,@united Flight UA1270 is descending into farce and we haven't left EWR yet. Is this going to get any worse?
neutral,“@AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/tY9C0Gae2o” Lol
negative,@JetBlue You failed. That's the answer. Please don't justify otherwise.
negative,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?
positive,@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood
negative,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!"
negative,@USAirways  last 2 times I checked a bags they were severally damaged.   No one answers the baggage call line for status?  #chairmanlove
positive,"@USAirways #ShoutOut 2 Kristie(sp?) from Gate4 @ PVD today. She's a #RockStar, was a tremendous help in a tough situation. #PromoteThatGirl"
neutral,"@united no, I have a pricey Chase Mileage Plus CC."
negative,@AmericanAir are you ignoring me on purpose? It was sad enough having your automated system hang up on me 😭
negative,@USAirways ok...i know doors close ~10 minutes before takeoff. stop telling me my flight will leave in 20 minutes when we haven't boarded.
positive,@AmericanAir it's always nice coming home but I wish you'd fly LAX-MAD and keep me away from Iberia 😜✈️ #GoingForGreat
negative,"@united  gate agent at EWR "" if you are disabled or in a wheel chair, it's time to board, please step"". STEP UP??? Lol"
negative,@united at this point I made it home on my own.
negative,@AmericanAir extra night we have to stay in San Juan now. How can I check on that?
negative,"@SouthwestAir almost 2 hours on hold, 2 hours of my life I can't get back.... Thanks http://t.co/IyUZM2PUVS"
negative,@USAirways Thanks for ruining my last night of vacation because I have to worry about my flight because y'all don't have record of it
negative,@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?
negative,"@JetBlue yes, today. Flight is full now. They said no to me at gate :("
positive,@JetBlue tried again. Lovely customer service. Thank you!
negative,"@united really hoping to get some help here.  On my 5th attempt to get a resolution, and lost count of transfers.  help please! #mileageplus"
negative,@JetBlue why 730 and not 645 as scheduled?
positive,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!
neutral,@SouthwestAir So the upcoming RR changes/Deval is trying to tell me not to fly southwest anymore because i am loyal so far. i get it.
negative,"@USAirways @ALfamilyoffour maybe if there was anyone answering the phone they would. ""Please call back Late Flightr"".For 18 hours? Not good enough"
negative,@USAirways you run a piece of shit airline!!  Thanks for ruining AA
negative,@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.
negative,@USAirways 'preciate it but cant get off plane to speak w agent / wont come on plane 5015 knoxville...?
neutral,"@AmericanAir Hi, can you please ticket my award ticket? The status is ""On Request"" now. Thanks."
positive,@united thank you! Excited to be working with you guys!
positive,@SouthwestAir Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!
neutral,@AmericanAir why is it from June 1 thru December 31 there are no bus/first milesaaver awards available from cun to nyc? #Explain #whyfly
negative,@SouthwestAir thanks! I expected a wait... Just not that long. :)
negative,@USAirways flight 413 my carryon is missing.stollen off plane or left at gate. Worst customer service. Doesn't seem to be anyone's concern.
negative,@USAirways why does it cost $900 to change a $100 ticket when it only cost $150 to purchase a new ticket?
negative,@JetBlue not an issue but I think training &amp; information would help. Great ppl but service needs to switch from individual to group better
negative,@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain
negative,@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?
positive,@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!
positive,@united thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow
negative,@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!
negative,. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags
negative,@AmericanAir pretty bad at #DFW no updates two flights behind doors open breeze no America airlines workers http://t.co/6MBK79mdnW
positive,@SouthwestAir oh my god thank you so much!!! I just sent you a DM
negative,@SouthwestAir is that the same reliable system couldn't find my info and then said it refund my credit card ?
negative,@AmericanAir he is at the Boston airport. There is a problem. The agents will not honor the voucher because one number is rubbed out.
negative,@united @dmb41shows I need this plane to get to buffalo so I can leave tonight. Any progress?
neutral,@AmericanAir @Slacksoft_uk I saw an American 767 in old colours at @HeathrowAirport on Saturday! Was surprised to see!
negative,@USAirways Need help with a flight. Weather + funeral = tough combination. On hold for over an hour. Please?
negative,@united hahahahaha ya tried that already
positive,"@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!"
negative,@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL
negative,@AmericanAir man we have been sitting in #UA4753 on the tarmac for 30 mins...rescue us please!
positive,"“@AmericanAir: @TheCandaceSmith Thanks for the shout-out, Candace! Enjoy the ride.” Always! I adore American Airlines!"
negative,@USAirways I have been in contact with 3 people and still no answers. You keep sending me to @Expedia and they keep sending me to you!
negative,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!
neutral,@AmericanAir yes. No one is answering and I'm on a train
negative,@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay
neutral,@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?
negative,@united any help is appreciated. That's a LOOONG wait for help on something that's not his fault
negative,@JetBlue @amybruni @DIRECTTV No Oscars on Direct TV on this flight. We were so looking forward to it. We were devastated. :-/
negative,@AmericanAir yes. Shows Cancelled Flightled &amp; asks for her to contact you at 800 number.
neutral,@JetBlue 1951 BOS to ORD
negative,"@united yes, I've been waiting for four hours and no one has been able to help me."
positive,@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43
neutral,@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.
negative,@united either your staff or whoever you contract with at PVD is failing you big time tonight...
negative,@JetBlue Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts.
negative,@united Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!
positive,"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI"
neutral,@SouthwestAir Hi do you know why WN4287 is already delayed until 9:35pm tonight? Thanks !
negative,"@AmericanAir Need to change flight, but the CS # is telling me it can't take my call. Can't change online. Please help. Flight is this week."
negative,@SouthwestAir  after 38 minutes on the phone I'm given another number to call now still on hold with them. http://t.co/1ZT2kEe8up
negative,"@united if guy on flight 1230 follows through on threat to sue because he couldn’t carry on 3 bags, I will defend you for free."
negative,@SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled? Been on hold for an hour trying to get help. Any other flights?
negative,"@AmericanAir as of now, will do my best to never fly w/ #AmericanAirlines ever again. Y'all have made this a day to remember."
neutral,@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.
negative,@JetBlue 118 to Boston still sitting
neutral,@JetBlue Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw
neutral,Welp. “@JetBlue: Our fleet's on fleek. http://t.co/kwUEk1uKbC”
negative,"@JetBlue spoken to 2 reps. Once I'm allowed to check my bag and through the TSA checkpoint, I guarantee I will be talking to someone."
negative,@USAirways 5534. That's the flight I was placed on after original flight to Charlotte was Cancelled Flightled.  Now 5534 is on 1hr delay
negative,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!
negative,@AmericanAir We have been sitting on this bird #AA1457 for 2 hrs on the dfw tarmac.  Some water would be nice.  Where's your manners?
negative,"@USAirways if a passenger is to large to put down the armrest and now is using part of my seat, what is my recourse?  #nothappy"
neutral,"@SouthwestAir I can easily get to the Atlanta show, I just need tickets, help?!"
negative,"@usairways would it kill you to not let 3,000 miles expire"
negative,@USAirways your service sucks.
negative,@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝
negative,@jetblue I missed a goal On @NHLonNBCSports because of your Inept male stewardess. I should have landed already but I havent taken off yet.
negative,@SouthwestAir First there were cockroaches crawling on the counter at the gate and visible mouse traps under the seats at the gate
negative,@USAirways @BohnJai they lost my bag @PHL baggage handlers broke open my bag and stole my camera
negative,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC
neutral,"@JetBlue I'd like to spread my grandpa's ashes in Naples, Italy he lived in the 50's while serving his 30+ yrs in the @USNavy #FlyItForward"
negative,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?
positive,@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights
negative,@SouthwestAir IND website says contact airline for flight 899 tomorrow to ATL. On hold for over an hour. Can you give me any more info?
negative,@united @perfectomobile huh?  I have sent 16 crash reports in Feb alone.  8 in one day.  Only app I have that consistently crashes.
negative,@SouthwestAir pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else 😩😫😢
negative,@AmericanAir #2298. Everyone else  was outstanding.
neutral,@SouthwestAir when are you opening the flights beyond august 7th???
negative,@USAirways incapable of seating a 2yo and mom together. Toddler in his own row #fail @CNN
neutral,@SouthwestAir sent
negative,@USAirways - I wouldn't need to wait on hold for 6+ hours if your website worked correctly - please respond!
negative,@united or I'm sure her business will go else where for airline travel. Her name is Kathryn Sotelo
positive,@AmericanAir thank you
neutral,@SouthwestAir How can you get your TSA traveler ID added to your boarding pass? Why would it not be included as TSA precheck? Flying tomorro
negative,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'"
negative,@USAirways I was on hold for 2 hours and still no answer. Is this really how you run your business? http://t.co/P8xFhq4kps
neutral,@JetBlue hi! Is it possible to upgrade to a Mint seat on an already booked ticket? Thanks!
negative,@SouthwestAir I'm going to need you to answer your phones. Being on hold for an hour isn't okay.
negative,@united @wamo66 after 2 hours and 20 minutes most of which I was on hold I was able to get the Cancelled Flightled flight changed to Delta.
negative,@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines
negative,@JetBlue letting me down in San Fran. No Media rate? What's the deal? Looks like this is the last time I fly anywhere with you.
negative,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email
positive,@VirginAmerica sounds like fun !
negative,@united the costumer services here at Denver Intl Airport is ridiculous bad!
negative,@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!
negative,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers"
positive,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30"
negative,@USAirways Now the next plane had a broken seat!  My row!  Another hour delay!  #mad
negative,@united Yeah that didn't happen!
negative,@united another #DELAYED day. #Delayed outbound. #delayed inbound and now waiting at EWR for a gate to be ready. how is it not ready!??
negative,"@SouthwestAir MY BAGS ARE. 1st woman said it would be there on the next flight... not there, so now Ive got nothing. Big wigs help me out"
negative,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online
neutral,@SouthwestAir when is the last chance to get #DestinationDragons tickets? I would die of happiness if I won 😭🙏
negative,"@USAirways your customer service in Philly is deplorable, rude &amp; unprofessional gate agents after delays &amp; Cancelled Flightations #takingthistothetop"
negative,@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business.
positive,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!"
neutral,“@JetBlue: @dlewis2412 Sorry! Please ask Inflght if there is an open seat you can move to.” Will do!
negative,@AmericanAir My flt AA375 for 02/23 got cncled and i cant get hold of a CSR so i can get alternate arrangement. Plz help
negative,"@united nonrefundable, hence I wrote $200! Doesn't make sense for my 150 credit. #nothanks"
positive,@AmericanAir hats off to Admiral Lounge attendant @ YYZ Terminal 3 who gave her banana to our toddler when none avail elsewhere.
negative,@JetBlue Maybe stop telling people the wrong info on your customer service calls.
negative,"@united nexus confirmed that at any crossing via air, car or boat she can travel with only Nexus."
positive,"@united we got it, thanks."
negative,@JetBlue flight attendant was hesitant to give me more baby sized cookies
negative,"@united If someone misses his connecting flight because of the airline, and it was the last flight of the day, how will you fix it?"
neutral,@SouthwestAir @TifffyHuang I met my twitter friend waiting outside the Troubadour #DestinationDragons http://t.co/lf69waf5ad
negative,@united you suck.    9 hour delay?!
positive,@SouthwestAir I got it added thank you! :)
positive,@united I am impressed with your super-fast reply to @CGJase
neutral,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM
negative,@united says @USAirways  is the final carrier . Us air doesnt have it. I want my bag!!! Not a claim not an im  sorry. I want my clothes!!
neutral,@jetblue who's running your tweeter using the word fleek?
neutral,@JetBlue yesterday's deal?
negative,@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf
positive,@AmericanAir yes I have. Thanks
negative,"@AmericanAir Was put on hold for 5.5 hrs then got a call back at 11:20 pm, only to wait on hold for another hour."
negative,@AmericanAir missing a full days of work thanks guys
negative,@JetBlue You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.
negative,@USAirways gold desk quoting me $900 to rebook due to weather. Can buy first seat on same flight for $440. Why? On hold for 45+ mins now
negative,"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?"
neutral,@AmericanAir .. UMM hello?
neutral,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!"
negative,@AmericanAir I look forward to hearing back and hope that my next trip will not be like this
negative,"@united ... I want my bag off flight 1142, what do I do now?"
negative,"@USAirways I'm assisting @marccopely. He is already rebooked. Agents rude, unhelpful, discourteous. #FrequentFlyers appalled. Unacceptable!!"
negative,@JetBlue anything serious I should worry about?
negative,@United give me a direct number I can call regarding my lost baggage immediately.
negative,"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool."
negative,"@united my luggage is set to go to DCA however, I am rerouted to Dulles. Currently in NOLO however bags are in Houston. Can you fix this?"
negative,@JetBlue Shocked by misbehavior and cheap comments from jet airways staff to passenger at Delhi Airport Friday boarding to Dubai. Disgusting
negative,@united what is that going to do for you? Nothing just like you always do
negative,@JetBlue We even went to the airport and were on the phone for hrs and no help at all. Everyone said different things.
negative,@USAirways you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.#pisspoor
negative,"@AmericanAir 
Can you tell me what that means? I work and just need an estimated time of arrival please? I need my laptop for work. Thanks"
negative,@SouthwestAir yes but not with out an attitude and nasty comment
neutral,"@JetBlue no, I am fine to fly! Haha, they come at random, with the hemophilia, but what if i need extra assistance"
negative,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.
negative,@USAirways the phone number the gate gave me doesn't work either. What is your customer service phone number?
negative,@AmericanAir I'm here standing at baggage claim waiting for bags FOR OVER AN HOUR at DFW. The gate is 100 feet from here! #nothappy
negative,@USAirways I’m still disappointed that it is apparently ok for a Flight Attendant who isn’t up on current policy to argue with a traveler.
negative,@united you are the worst airline in the world! From your crap website to your worthless app to your Late Flight flight. You SUCK! Just shut down.
negative,"@SouthwestAir you do a great job of achieving that at most cities, just not at BWI."
neutral,@SouthwestAir sent
negative,@AmericanAir I need HELP!  I'm trying to Cancelled Flight a flight before it takes off but I can't get a hold of ANYONE because all lines are busy.
negative,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent
negative,@SouthwestAir your app repeatedly crashed and failed to display my name when checking in. Was unable to use app. http://t.co/0kN7PjelZL
neutral,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need
positive,@united Thank you!! 😊
negative,@united Brothers luggage was lost on Copa Airlines Flight 635. He's competing Sunday for the 2015 Panamerican Cross Country Cup. Please help
neutral,@JetBlue can I switch my seat for my trip on Sunday?
negative,"@AmericanAir Not only was 5418 Late Flight, but we've been boarded and waiting for over 30min. WTF?"
neutral,"@SouthwestAir I know where that is! Alas I live far, far away now. #Books"
negative,"@USAirways So we got her home, now we just need her bag. Is there a direct desk number for Savannah?"
negative,"@United flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense"
negative,@AmericanAir I get &amp; can appreciate that. I've just had so many problems in the last year flying with guys... Pretty aggravating.
negative,"@united please explain why I need to pay bag fees twice, equally $1200, because a delayed flight resulted in bags being rechecked overnight?"
negative,@united I tried 2 DM it would not go thru... not sure why
negative,@USAirways Please can someone contact me regarding my missing bag? It has been 3 days. Online tracking shows nothing.
negative,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?
positive,@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!
positive,First base already? I like your style @JetBlue
neutral,"@SouthwestAir can i take my electric skateboard on a domestic flight? if so, do same policies listed on your site for regular boards apply?"
negative,@AmericanAir Any info for Cancelled Flightled flight 1046 tomorrow morning out of DFW? Can't get calls through to speak with anyone.
negative,"@SouthwestAir been on the phone for about an hour waiting..can you please answer, Thank You!  #notcool"
positive,@SouthwestAir has some of the best airfare prices! Gotta LUV them :)
negative,"@USAirways Empty 1st class, Chairman can't move up due 2 silly award travel rule trumping common sense - customer service fail again!"
negative,@SouthwestAir @Matt_e_Boss how long did you have to hold? We waited 35 minutes and gave up
negative,@AmericanAir been calling 2 different offices already and still no sign of my baggage. First time on American Air.. (6)
negative,@united too big to properly manage flight times. There is such a thing as being on time. Or at least prepared with a gate when we land!
negative,"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd."
negative,"@AmericanAir again, no special meal catered for me in F JFK-LAX. thankfully i'm on qantas the rest of way-i fear what youd NOT cater on that"
negative,@USAirways flight scheduled for 730pm...told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours.
negative,@SouthwestAir never got any notification that flight 955 was Cancelled Flighted today. Correct phone # and email on file. Not a happy customer.
negative,"@united ""the extra care airline"". #unitedairlines they don't care. Trust me. There #customerservice is non existent. They don't have 1"
negative,@JetBlue maybe announce the delay so we don't sit on the plane on the runway for an hour+ before taking off
neutral,@AmericanAir please help us get home tomorrow!!!!!
negative,"@USAirways check in at St. Louis is so rude, even the TSA is nicer than them."
neutral,@SouthwestAir I've been a fan of imagine dragons since 2012 and they're my fave band and #DestinationDragons is during my bday can I get tix
negative,@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.
neutral,"@USAirways Can you help with a seat assignment?  5 people flight 694, PHX to HNL, seats are split up.  Anything you can do will be great."
neutral,"@SouthwestAir If a travel advisory is posted for DEN, can I then make changes to my ticket? Anything I need to know before I call?"
neutral,@SouthwestAir how many are left?!
positive,@united Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky
positive,"@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!"
neutral,@JetBlue is flt 1202 delayed?
negative,"@AmericanAir TY! But, their site says "" Please note that we do not offer a print subscription service for American Way. ..."""
negative,@united Exhausted &amp; frustrated! Link to a FB post abt my travel issue https://t.co/LaRKC8vc4s
negative,@USAirways missing our connection due to delay out of @LAS. Told not looking good for tmrw either. We will be stuck in #CLT. Help!
negative,"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day."
positive,@JetBlue who is he I must send a note!!! Too good for words!
neutral,@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None
negative,@USAirways our hold up now is the captain that was Late Flight...his bag doesn't fit.
neutral,@SouthwestAir fortunately didn't have to. The flight took off on time.
negative,@USAirways 4 hours on hold to change a Cancelled Flightled flight. Completely unacceptable!!!
negative,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum"
negative,@united dang... I thought I was in a teleportation device! Ua514
neutral,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb
negative,@united I keep getting kicked to an error message when trying to purchase a flight on http://t.co/p3N2w8JfpS. Have tried at least 4x.
neutral,@AmericanAir I am dealing with the reFlight Booking Problems agent in the Miami airport now
positive,"“@JetBlue: @sylvie75015 Good morning, Sylvie! Have a great flight! #yourock” &gt; Thank you #JetBlue! @mxo42 @henrikwagner73 #JetBlueRocks"
negative,@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒
negative,@united 15.99 for wireless?  Was 6.99 epic #fail . #greedy #piggy you are the worst!
negative,@AmericanAir Please try it yourself - call 1-800-433-7300 and see what happens... then you'll understand.  #allrepresentativesbusy #nooption
positive,@SouthwestAir about time! Thank you!
negative,@JetBlue any news on flight 122 pbi-boston delay? Can we wait to arrive at airport based on reported 1 and 1/2 hour delay?
negative,"@AmericanAir so if your genuine, give me your opinion  on what occurred last night 445 fly  from phl, to mia. No assistance at airport"
negative,@united &lt;&lt;&lt;&lt;&lt;&lt;-------- do not reply to emails?
negative,"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered"
negative,@JetBlue What else could possibly take the place of coffee at that hour??Hope pilot wasn't relying on aircraft for caffeine. #needcoffee
negative,"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not"
negative,@united #4781 Cancelled Flightled. #5102newflight I will be upset if this one Cancelled Flights too. I could have rented a car if they would have been honest.
negative,@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!
neutral,@JetBlue Is it June yet? 😊
negative,@AmericanAir can you tell me why all flights from XNA 2 DFW are Cancelled Flightled for tomorrow morning already?
negative,@USAirways It's the rude and arrogant gate personnel. Uncalled for. Unprofessional. #theworst
negative,@united you have a culture issue
negative,@USAirways not Cancelled Flightling #837 because you don't want to put us in a hotel for night is our guess
negative,@SouthwestAir is anyone answering phones to rebook Cancelled Flightled flights?
negative,@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?
negative,@USAirways printer problems causing us to sit on the runway for 45 mins. Get it together.
negative,"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference."
negative,"@AmericanAir I understand. I'm feeling cranky. I called AA's bag tracker number and heard ""your bag has not been located."" 😩"
negative,@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?
neutral,@united this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP
negative,@USAirways reservations had me on hold for 2 hours only to hang up...smh 😕
negative,"@JetBlue Flights 1384 and 1583. I have picked up twice this week for 1583, and both times it was delayed!! 😕"
positive,@JetBlue thanks for listening. Doesn't mean I don't appreciate you!
negative,"@USAirways Yes &amp; have already spent 1K+ on the card &amp; paid the $89 annual fee, but the 50K miles have not shown up. Want to fly AUS --&gt; ATL"
positive,@USAirways Haha - that will indeed be a great day!
negative,@united well for a start it would be nice if your ticket was actually in the system when you change a flight
negative,@JetBlue third JetBlue flight in less than a week. All Late Flight not for weather.  Reliability going downhill.
negative,@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0
negative,@united I would encourage you to re-interview the sole flight attendant on UAL 6166 from BUF to ORD. Blatantly not stable. Uncomfortable.
negative,@AmericanAir you have said the same thing to me over and over again but phrased differently. How about some actual help?
neutral,"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments"""
negative,@united i'm glad u can solve the prob. But my experience remains - will not fly again on #United
negative,@united the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay
negative,@united why is my flight from mke to ord getting delayed? Our gate attendant is not communicating!
negative,@united AN HOUR DELAY BECAUSE YOU CAN'T PRINT A PIECE OF PAPER!
neutral,"@united are you looking for European Flight attendants for Paris or Frankfurt?

Best, 

Fabrice"
negative,@USAirways on hold 2 hours 54 minutes. What's going on?
negative,"@united you ask a lot of customers who  you routinely screw over. You know that, right?"
negative,"@AmericanAir Yeah, try harder. No catering truck in sight.  Can we just leave now w/o the food won't eat anyway?"
negative,"@AmericanAir I was flying today to MTY Mex at 9:30am but still appear Cancelled Flight, Where can i talk for another flight?"
neutral,"I'd like the 11c I originally tried for @AmericanAir - again, happy to pay the difference"
positive,"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ"
positive,@JetBlue thanks to you customers like me stay loyal. From check in to landing.
negative,"@AmericanAir @Rizzilient After days, I finally got the automated service to call me back but it hung on me! This is beyond ridicules.  help!"
negative,@AmericanAir what response? Is our flight out of Montrose Cancelled Flightled or not?
negative,@USAirways abandoned 40 Boston bound fliers...someone in management needs to #saveface and #showup
negative,@USAirways @jtrexsocial 5 hours on hold ... Safe to say no one is working .
negative,"@JetBlue It's not ideal, but it's okay. Better Late Flight than never! :)"
neutral,@AmericanAir what's the status of flight 1357 out of sju?
neutral,@United to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek
negative,"@jetblue, it would be nice if the app would actually inform you that a flight is delayed."
negative,"@united crew has been notified, passenger moved but water not fixed. Now on tarmac two hours"
positive,@AmericanAir Lets hope it stays that way.Big thanks to your ground/outside crews all across the US the last month. Great FB post yesterday.
negative,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement
negative,@VirginAmerica Another delayed flight? #likingyoulessandless
neutral,@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬
negative,@AmericanAir How is it possible that your call system can refuse callers for over twelve hours? What service options does that leave?
positive,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
negative,@United you need to get it together 3 of 4 flights Cancelled Flightled stranded with no car and my baggage is lost!  You NEVER get it right.
negative,@USAirways I tried that before using Twitter. Also gave me no helpful information. Thank you anyway
neutral,"Aww, is it? @JetBlue I guess now I need to book a flight to somewhere warm ASAP! Any suggestions?"
negative,@USAirways - on hold 45 minutes trying to rebook Cancelled Flightled flight. Really?
positive,So relieved I'm flying @JetBlue after listening to everyone at the neighboring gate bitch about Spirit. My airline's better than yours.
negative,@AmericanAir the last was 2339 dfw to ord. Not weather reLate Flightd... Austin leg delayed as well
